index,Name of Project,Location,Source of Funds,% WT Actual,% WT Plan,Slippage,Contract Amount,No. of Days,Date Started,Target Date of Completion,Date Completed,Project Engineer,Implementor,Remarks,Report Date,Month,Year,Project Engineer/Site Engineer
2018-06-01,Completion of PDRR Operations Center & Warehouse @ PEO Compound,Koronadal City,999.4-SB#2-CPDRROCW,54.1,100,-45.9,1488317.54,70,4/8/18,6/16/18,,E SOLATORIO,ROCKSTONE CONST. SERVICES & SUPPLY,Suspension is on process due to the new policy of SOCOTECO 1 in banking of 100kVA transformer,2018-06-01,June,2018,
2018-06-01,Purchase & Installation of Elevator (Includes Architectural Design and Elevator Shaft),Koronadal City,2018 CONT. APPROP. GF #133,19.01,10.63,8.38,9326531.86,130,5/21/18,9/30/18,,E SOLATORIO,ROYAL SUMMIT INFINITY DEV'T. CORP.,On-going,2018-06-01,June,2018,
2018-06-01,Upgrading of Cacub to Palo 19 Road,Koronadal-Tampakan,CY 2016CONT. APPROP. #194-GF,90.67,100,-9.33,9769932.04,180,7/26/16,5/21/18,,E SOLATORIO,KING BUILDERS CONST. & SUPPLY,On-going,2018-06-01,June,2018,
2018-06-01,"Const. of Day Care Center, Sitio El Ulit, Brgy. Bukay Pait",Tantangan,CY 2017 20% LDF,7.77,6.56,1.21,1185000,60,6/13/18,8/11/18,,E SOLATORIO,FREDEN CONSTRUCTION,On-going,2018-06-01,June,2018,
2018-06-01,Const. of Facilities in Evacuation Centers (Const. of Comfort Room & Kitchen),Tantangan,CY 2018 Cont. APPROP. GF #19,49.74,49.63,0.11,1544000,75,3/29/18,7/16/18,,Z TUMALA,FREDEN CONSTRUCTION,On-going,2018-06-01,June,2018,
2018-06-01,Rehabilitation of Albagan Road,Tampakan,,49.37,50.64,-1.27,5986721.47,100,9/26/17,2/2/18,,A BARRIENTOS,JAMI CONST. & SUPPLY,"Project suspended as of Jan. 15, 2017, due to road condition going to project site and the contractor have diffilculty in hauling of materials & due to unforseen rocky materials that is not yet removed by the contractor",2018-06-01,June,2018,
2018-06-01,Const. of Albagan Gym with Stage,Tampakan,CY 2017 20% LDF,90.64,100,-9.36,4033389.66,200,11/28/17,6/15/18,,A BARRIENTOS,JAMI CONST. & SUPPLY,On-going,2018-06-01,June,2018,
2018-06-01,"Const. of Salway Box Culvert, Brgy. Tablu",Tampakan,9999-Non-Office 5% CF,16.45,61.29,-44.84,2987473.44,135,12/26/17,5/9/18,,A BARRIENTOS,MFN BUILDERS,"Project suspended as of Apr. 2, 2018, due to road condition going to project site and the contractor have diffilculty in hauling of materials",2018-06-01,June,2018,
2018-06-01,"Establishment of Greenhouse for Organic Vegetables Production @ Provincial Grove, Nursery & Demo Farm, Sitio Pedregosa, Brgy. Reyes",Banga,CY 2017 20% LDF 8.7.1.2,77.05,100,-22.95,264308.97,40,9/28/17,11/6/17,,MJ Dauz,TRIPLE Z MDSG. & ELECTRICAL SERVICES,Subject for termination; MAJOR ISSUES: 1)UNAVAILABILITY OF UV PLASTIC SHEETS 600 MICRONS IN LOCAL MARKET 2)INABILITY OF THE CONTRACTOR TO INSTALL THE SPRINKLER SYSTEM,2018-06-01,June,2018,
2018-06-01,"Establishment of Nursery for Organic Vegetables Production @ Provincial Grove, Nursery & Demo Farm, Sitio Pedregosa, Brgy. Reyes",Banga,CY 2017 20% LDF 8.7.1.1,75.58,100,-24.42,288485.65,40,9/28/17,11/6/17,,MJ Dauz,TRIPLE Z MDSG. & ELECTRICAL SERVICES,Subject for termination; MAJOR ISSUES: 1)UNAVAILABILITY OF UV PLASTIC SHEETS 600 MICRONS IN LOCAL MARKET 2)INABILITY OF THE CONTRACTOR TO INSTALL THE SPRINKLER SYSTEM,2018-06-01,June,2018,
2018-06-01,Repair of Lined Canal & Inst. Of Drop Structure @ Sitio Lambukay,Banga,CY 2017 20% LDF,49.19,63.55,-14.36,2205000,120,1/2/18,8/7/18,,MJ Dauz,FREDEN CONSTRUCTION,On-going,2018-06-01,June,2018,
2018-06-01,Concreting of Lambingi-Lampari Road,Banga,CY 2017 20% LDF,78.97,74.05,4.92,11988000,140,1/18/18,7/21/18,,MJ Dauz,FREDEN CONSTRUCTION,On-going,2018-06-01,June,2018,
2018-06-01,Const. of Two CL School Bldg. w/ Two Seater Attached Toilet @ Matlong E/S,Banga,2018 CONT. APPRO SEF #42,7.87,3.43,4.44,1990698.89,120,6/10/18,10/7/18,,MJ Dauz,C.A. BETALAC CONST. & GEN. MDSE.,On-going,2018-06-01,June,2018,
2018-06-01,"Spring Dev't. & Inst. Of Level II Water System through Hydraulic Rampump, Brgy. San Vicente",Banga,CY 2017 20% LDF,0.19,10.35,-10.16,2700099.48,175,5/21/18,11/11/18,,ME Dondiego,DAVAO SANTHONY BUILDERS CORP.,On-going,2018-06-01,June,2018,
2018-06-01,Const. of Riverbank Protection (Indigenous Materials) & Rechanelling of Waterway @ Brgy. San Miguel,Norala,SEF-212-11.1a,0.53,3.75,-3.22,2692684.72,60,11/1/16,12/30/16,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,"This project is still suspended as of November 23, 2016 due to water way problem & revision of plans.",2018-06-01,June,2018,
2018-06-01,Conc. Of Poblacion-Simsiman-Matapol Road,Norala,CY 2015 20% LDF,98.18,100,-1.82,11438082.05,255,7/30/17,4/10/18,,A SOBREVEGA,RN BUILDERS & GEN. MDSE.,"On-going; project expired last Apr. 10, 2018",2018-06-01,June,2018,
2018-06-01,Rehabilitation of NDH Water System,Norala,CY 2017 20% LDF,1.48,19.19,-17.71,375786.23,40,12/21/17,1/29/18,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,"Suspended as of January 19, 2018 due to revision of plan approved  original plan is not suitable suited on site.",2018-06-01,June,2018,
2018-06-01,Renovation of Lapuz Brgy. Hall,Norala,CY 2017 20% LDF,89.43,100,-10.57,1319000,80,12/19/17,3/8/18,,A SOBREVEGA,"ISULAN ECT CONST. & GEN. MDSE., INC.","This project was already expired last March 8, 2018; Subject for liquidated damages",2018-06-01,June,2018,
2018-06-01,Rehabilitation of Puti Water System,Norala,CY 2018 CONT. APPROP. GF #,22.14,54.65,-32.51,1962026.71,100,4/8/18,8/5/18,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2018-06-01,June,2018,
2018-06-01,Conc. Of Provincial Road Lapus to Brgy. Liberty,Norala,CY 2018 CONT. APPROP. GF #75,6.8,11.17,-4.37,17240000,125,3/29/18,7/31/18,,A SOBREVEGA,FREDEN CONSTRUCTION,"Project suspended as of April 25, 2018 due to road right of way problem",2018-06-01,June,2018,
2018-06-01,"Const. of 1CL School Bldg. w/ Attached Toilet, Upper Lamongkot E/S",Norala,CY 2018 CONT. APPROP. SEF #40,1.64,4.52,-2.88,1390357.74,90,6/11/18,9/8/18,,A SOBREVEGA,JAMI CONST. & SUPPLY,On-going,2018-06-01,June,2018,
2018-06-01,Construction of Naci Bridge,Surallah,CY 2015 20% LDF,99.29,100,-0.71,24830790.34,345,1/21/16,12/30/16,,MJ Dauz,CS CONSTRUCTION & SUPPLY,On-going; the contractor has committed to finish the project despite the liquidated damages incurred; MAJOR ISSUE: 1)VERY SLOW CONTRACTOR,2018-06-01,June,2018,
2018-06-01,"Const. of 2-Storey Barangay Hall, Brgy. Little Baguio",Surallah,CY 2017 20% LDF,57.15,100,-42.85,2989004.51,145,1/18/18,6/11/18,,ME Dondiego,NIRVANA CONST. & SUPPLIES,On-going,2018-06-01,June,2018,
2018-06-01,Concreting of Tubi-ala Lambontong Road part. Approaching to Malomboy Bridge,Surallah,CY 2017 20% LDF,53.96,100,-46.04,8494519.47,140,1/2/18,6/10/18,,ME Dondiego,HEXAMINDZ CORPORATION,On-going,2018-06-01,June,2018,
2018-06-01,Const. of Box Culvert along Tubi-ala-Lambontong Road,Surallah,2016 PDRRMF-IP,0.13,0.13,0,2990518.48,125,4/19/18,8/21/18,,ME Dondiego,FH GOPITEO CONST. & SUPPLY,"Project resumed as of June 4, 2018",2018-06-01,June,2018,
2018-06-01,Construction of Bleacher @ Brgy. Veterans,Surallah,2018 CONT. APPROP. GF #266,21.17,7.84,13.33,993646.47,60,6/11/18,8/9/18,,PM Padua,JAMI CONST. & SUPPLY,On-going,2018-06-01,June,2018,
2018-06-01,Concreting of Halilan Road,Lake Sebu,CY 2017 20% LDF,81.05,100,-18.95,9980267.35,125,1/18/18,5/22/18,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,On-going; time extension is on process,2018-06-01,June,2018,
2018-06-01,Const. of Erosion Control @ Hanoon ES,Lake Sebu,2017 Truct Fund PDRRMO,32.68,69.56,-36.88,3992761.71,90,4/10/18,7/8/18,,A SOBREVEGA,NIRVANA CONST. & SUPPLIES,On-going,2018-06-01,June,2018,
2018-06-01,"Const. of Bridge @ New Dumangas, T'boli-Sitio Roxas",T'boli,CY 2016 CONT. APPROP.,60.9,95.08,-34.18,24961302.94,340,6/25/17,7/9/18,,ME Dondiego,FREDEN CONSTRUCTION,On-going,2018-06-01,June,2018,
2018-06-01,Conc. Of Road Leading to Bakngeb underground River,T'boli,CY 2017 20% LDF,20.99,100,-79.01,4995579.03,80,12/25/17,6/16/18,,MJ Dauz,JAMI CONST. & SUPPLY,On-going; major issues: 1.lack of equipments & man power; 2.Veryslow implementation of project,2018-06-01,June,2018,
2018-06-01,Concreting of Datal D'lanag-Tudok Road,T'boli,2018 Cont. Appropriation GF #239,15.6,13.73,1.87,19990000,180,4/22/18,10/18/18,,MJ Dauz,FREDEN CONSTRUCTION,On-going,2018-06-01,June,2018,
2018-06-01,"Construction of Box Culvert along Malu Creek, Sitio Bianan, Brgy. Basag",T'boli,2018 CONT. APPROP. PDRRMF #45,13.88,11.8,2.08,2992000,175,5/21/18,11/11/18,,A. DEMETILLO,FREDEN CONSTRUCTION,On-going,2018-06-01,June,2018,
2018-06-01,"Spring Development & Installation of Level III Water System through Hydraulic Rampump, Sitio Lamumay",T'boli,2018 CONT. APPROP. GF #308,2.12,21.89,-19.77,2425980.27,120,5/21/18,9/17/18,,MJ Dauz,DAVAO SANTHONY BUILDERS CORP.,On-going,2018-06-01,June,2018,
2018-07-01,Construction of Lined Canal Along Upper Klinan - Cannery Rd,Polomolok,CY 2017 CONST. APPROP.,100,100,0,4434321.22,195,1/23/18,8/5/18,7/26/18,CJ HICBAN,"UNIFIED WORKERS CONST. & DEVELOPMENT MPC, INC.",Completed,2018-07-01,July,2018,
2018-07-01,"Const. of Day Care Center Prk. Faustino, Brgy. Pob",Polomolok,2018 CONT. APPRO. GF#259,73.73,100,-26.27,1192955.89,75,3/27/18,6/10/18,,A. DEMETILLO,JAMI CONST. & SUPPLY,On-going,2018-07-01,July,2018,
2018-07-01,Construction of Sitio El Nama Bridge,Tupi,CY 2016 CONT APPROP. #182-GF,87.54,100,-12.46,4904647.08,220,6/12/16,1/17/17,,A. DEMETILLO,CS CONSTRUCTION & SUPPLY,On-going,2018-07-01,July,2018,
2018-07-01,"Construction of Water System, Acmonan",Tupi,CY 2017 20% LDF,100,100,0,1495000,90,4/19/18,7/17/18,7/17/18,A DEMETILLO,FREDEN CONSTRUCTION,Completed,2018-07-01,July,2018,
2018-07-01,"Construction of Water System @ prk. 3 Sultan Village & Cartil, Brgy. Palian",Tupi,,0.08,2.42,-2.34,1488617.6,100,7/4/18,10/11/18,,J JANUTO,JANMARIE CONST. SERVICE & SUPPLY,On-going,2018-07-01,July,2018,
2018-07-01,Upgrading of Acmonan Road,Tupi,,1.8,0.15,1.65,9968842.72,135,7/23/18,12/4/18,,J JANUTO,PASE CONSTRUCTION,On-going,2018-07-01,July,2018,
2018-07-01,Renovation of Brgy. Hall @ Brgy. Linan,Tupi,,3.74,7.49,-3.75,988822.23,60,6/28/18,8/26/18,,J JANUTO,JJHAK CONSTRUCTION,On-going,2018-07-01,July,2018,
2018-07-01,Conc. Of Nhwy. to Brgy. Concepcion,Koronadal City,CY 2017 20% LDF,88.85,100,-11.15,5919451.68,75,11/28/17,4/16/18,,CJ HICBAN,BETTER WORK CONSTRUCTION,"On-going; project expired last April 16, 2018",2018-07-01,July,2018,
2018-07-01,Construction of 2nd Floor of the Student Dormitory,Koronadal City,CY 2018 Cont. APPROP. GF #211,47.4,82.92,-35.52,2989399.99,90,3/27/18,8/3/18,,CJ HICBAN,MARBEL DYNAMIC BUILDERS,On-going; time extension is on process,2018-07-01,July,2018,
2018-07-01,"Refurbishing & Improvement of Provincial Pre-Audit Div. Office, Finance Bldg.",Koronadal City,CY 2016 CONST. APPROP. #228-GF,58.24,51.99,6.25,1041997.26,90,11/22/16,3/15/18,,E SOLATORIO,KING BUILDERS CONST. & SUPPLY,"Suspended as of Feb. 22, 2018 due to the request for revision of the approved plan by the Provincial Accountant & Variation Order",2018-07-01,July,2018,
2018-07-01,"Const. of Bukang Liwayway Bridge/Riverbank Protection, Prk. Artesian, Brgy. San Roque ",Koronadal City,CY 2016 20% LDF,77.03,69.9,7.13,15950503.14,320,12/5/16,9/4/18,,E SOLATORIO,REYDAN BUILDERS,On-going,2018-07-01,July,2018,
2018-07-01,Const. of Perimeter Fence-Firewall @ OPAG,Koronadal City,CY 2017 20% LDF,61.65,29.29,32.36,792000,60,1/10/18,8/20/18,,E SOLATORIO,FREDEN CONSTRUCTION,On-going; variation order is on process,2018-07-01,July,2018,
2018-07-01,Completion of PDRR Operations Center & Warehouse @ PEO Compound,Koronadal City,999.4-SB#2-CPDRROCW,54.1,100,-45.9,1488317.54,70,4/8/18,6/16/18,,E SOLATORIO,ROCKSTONE CONST. SERVICES & SUPPLY,"Suspended as of June 14, 2018 due to the new policy of SOCOTECO 1 in banking of 100kVA transformer",2018-07-01,July,2018,
2018-07-01,Purchase & Installation of Elevator (Includes Architectural Design and Elevator Shaft),Koronadal City,2018 CONT. APPROP. GF #133,27.43,37.27,-9.84,9326531.86,130,5/21/18,9/30/18,,E SOLATORIO,ROYAL SUMMIT INFINITY DEV'T. CORP.,On-going,2018-07-01,July,2018,
2018-07-01,Upgrading of Cacub to Palo 19 Road,Koronadal-Tampakan,CY 2016CONT. APPROP. #194-GF,90.67,100,-9.33,9769932.04,180,7/26/16,5/21/18,,E SOLATORIO,KING BUILDERS CONST. & SUPPLY,On-going; no activities,2018-07-01,July,2018,
2018-07-01,"Const. of Day Care Center, Sitio El Ulit, Brgy. Bukay Pait",Tantangan,CY 2017 20% LDF,54.59,54.07,0.52,1185000,60,6/13/18,8/11/18,,E SOLATORIO,FREDEN CONSTRUCTION,On-going,2018-07-01,July,2018,
2018-07-01,"Const. of Facilities in Evacuation Centers (Const. of Comfort Room & Kitchen), San Felipe",Tantangan,CY 2018 Cont. APPROP. GF #19,100,100,0,1544000,75,3/29/18,7/16/18,7/16/18,Z TUMALA,FREDEN CONSTRUCTION,Completed,2018-07-01,July,2018,
2018-07-01,Rehabilitation of Albagan Road,Tampakan,,49.37,50.64,-1.27,5986721.47,100,9/26/17,2/2/18,,A BARRIENTOS,JAMI CONST. & SUPPLY,"Project suspended as of Jan. 15, 2017, due to road condition going to project site and the contractor have diffilculty in hauling of materials & due to unforseen rocky materials that is not yet removed by the contractor",2018-07-01,July,2018,
2018-07-01,Const. of Albagan Gym with Stage,Tampakan,CY 2017 20% LDF,90.64,100,-9.36,4033389.66,200,11/28/17,6/15/18,,A BARRIENTOS,JAMI CONST. & SUPPLY,On-going,2018-07-01,July,2018,
2018-07-01,"Const. of Salway Box Culvert, Brgy. Tablu",Tampakan,9999-Non-Office 5% CF,16.45,61.29,-44.84,2987473.44,135,12/26/17,5/9/18,,A BARRIENTOS,MFN BUILDERS,"Project suspended as of Apr. 2, 2018, due to road condition going to project site and the contractor have diffilculty in hauling of materials",2018-07-01,July,2018,
2018-07-01,"Establishment of Greenhouse for Organic Vegetables Production @ Provincial Grove, Nursery & Demo Farm, Sitio Pedregosa, Brgy. Reyes",Banga,CY 2017 20% LDF 8.7.1.2,100,100,0,264308.97,40,9/28/17,11/6/17,7/6/18,MJ Dauz,TRIPLE Z MDSG. & ELECTRICAL SERVICES,Completed,2018-07-01,July,2018,
2018-07-01,"Establishment of Nursery for Organic Vegetables Production @ Provincial Grove, Nursery & Demo Farm, Sitio Pedregosa, Brgy. Reyes",Banga,CY 2017 20% LDF 8.7.1.1,100,100,0,288485.65,40,9/28/17,11/6/17,7/6/18,MJ Dauz,TRIPLE Z MDSG. & ELECTRICAL SERVICES,Completed,2018-07-01,July,2018,
2018-07-01,Repair of Lined Canal & Inst. Of Drop Structure @ Sitio Lambukay,Banga,CY 2017 20% LDF,79.72,91.04,-11.32,2205000,120,1/2/18,8/7/18,,MJ Dauz,FREDEN CONSTRUCTION,On-going,2018-07-01,July,2018,
2018-07-01,Concreting of Lambingi-Lampari Road,Banga,CY 2017 20% LDF,89.18,100,-10.82,11988000,140,1/18/18,7/21/18,,MJ Dauz,FREDEN CONSTRUCTION,On-going,2018-07-01,July,2018,
2018-07-01,Const. of Two CL School Bldg. w/ Two Seater Attached Toilet @ Matlong E/S,Banga,2018 CONT. APPRO SEF #42,31.22,28.67,2.55,1990698.89,120,6/10/18,10/7/18,,MJ Dauz,C.A. BETALAC CONST. & GEN. MDSE.,On-going,2018-07-01,July,2018,
2018-07-01,"Spring Dev't. & Inst. Of Level II Water System through Hydraulic Rampump, Brgy. San Vicente",Banga,CY 2017 20% LDF,3.04,10.35,-7.31,2700099.48,175,5/21/18,11/11/18,,ME Dondiego,DAVAO SANTHONY BUILDERS CORP.,On-going,2018-07-01,July,2018,
2018-07-01,Upgrading of Yangco-Rang-ay Road,Banga,CY 2018 20% LDF,8.74,3.69,5.05,10985324.48,125,7/4/18,11/5/18,,ME Dondiego,FH GOPITEO CONST. & SUPPLY,On-going,2018-07-01,July,2018,
2018-07-01,Const. of Riverbank Protection (Indigenous Materials) & Rechanelling of Waterway @ Brgy. San Miguel,Norala,SEF-212-11.1a,0.53,3.75,-3.22,2692684.72,60,11/1/16,12/30/16,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,"This project is still suspended as of November 23, 2016 due to water way problem & revision of plans.",2018-07-01,July,2018,
2018-07-01,Conc. Of Poblacion-Simsiman-Matapol Road,Norala,CY 2015 20% LDF,98.18,100,-1.82,11438082.05,255,7/30/17,4/10/18,,A SOBREVEGA,RN BUILDERS & GEN. MDSE.,"On-going; project expired last Apr. 10, 2018",2018-07-01,July,2018,
2018-07-01,Rehabilitation of NDH Water System,Norala,CY 2017 20% LDF,1.48,19.19,-17.71,375786.23,40,12/21/17,1/29/18,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,"Suspended as of January 19, 2018 due to revision of plan approved  original plan is not suitable suited on site.",2018-07-01,July,2018,
2018-07-01,Renovation of Lapuz Brgy. Hall,Norala,CY 2017 20% LDF,92.95,100,-7.05,1319000,80,12/19/17,3/8/18,,A SOBREVEGA,"ISULAN ECT CONST. & GEN. MDSE., INC.","This project was already expired last March 8, 2018; Subject for liquidated damages",2018-07-01,July,2018,
2018-07-01,Rehabilitation of Puti Water System,Norala,CY 2018 CONT. APPROP. GF #,34.72,90.11,-55.39,1962026.71,120,4/8/18,8/5/18,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,On-going; time extension is on process,2018-07-01,July,2018,
2018-07-01,Conc. Of Provincial Road Lapus to Brgy. Liberty,Norala,CY 2018 CONT. APPROP. GF #75,6.8,11.17,-4.37,17240000,125,3/29/18,7/31/18,,A SOBREVEGA,FREDEN CONSTRUCTION,"Project suspended as of April 25, 2018 due to road right of way problem",2018-07-01,July,2018,
2018-07-01,"Const. of 1CL School Bldg. w/ Attached Toilet, Upper Lamongkot E/S",Norala,CY 2018 CONT. APPROP. SEF #40,1.64,4.52,-2.88,1390357.74,90,6/11/18,9/8/18,,A SOBREVEGA,JAMI CONST. & SUPPLY,On-going,2018-07-01,July,2018,
2018-07-01,"Const. of 2CL Bldg. w/ Two Seater Attached Toilet, Lapuz Elementary School",Norala,2018 CONT. APPROP SEF #43,3.71,18.23,-14.52,1990444.6,120,7/4/18,10/31/18,,A SOBREVEGA,FH GOPITEO CONST. & SUPPLY,On-going,2018-07-01,July,2018,
2018-07-01,Construction of Bleacher @ Brgy. Dumaguil,Norala,2018 CONT. APPROP GF #256,3.37,2.15,1.22,989929.33,60,7/10/18,9/7/18,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2018-07-01,July,2018,
2018-07-01,Construction of Naci Bridge,Surallah,CY 2015 20% LDF,100,100,0,24830790.34,345,1/21/16,12/30/16,6/30/18,MJ Dauz,CS CONSTRUCTION & SUPPLY,Completed,2018-07-01,July,2018,
2018-07-01,"Const. of 2-Storey Barangay Hall, Brgy. Little Baguio",Surallah,CY 2017 20% LDF,67.3,100,-32.7,2989004.51,145,1/18/18,6/11/18,,ME Dondiego,NIRVANA CONST. & SUPPLIES,On-going; project expired as of June 11,2018-07-01,July,2018,
2018-07-01,Concreting of Tubi-ala Lambontong Road part. Approaching to Malomboy Bridge,Surallah,CY 2017 20% LDF,58.39,100,-41.61,8494519.47,160,1/2/18,6/10/18,,ME Dondiego,HEXAMINDZ CORPORATION,On-going; project expired as of June 10,2018-07-01,July,2018,
2018-07-01,Const. of Box Culvert along Tubi-ala-Lambontong Road,Surallah,2016 PDRRMF-IP,37.23,22.22,15.01,2990518.48,125,4/19/18,10/1/18,,ME Dondiego,FH GOPITEO CONST. & SUPPLY,On-going,2018-07-01,July,2018,
2018-07-01,Construction of Bleacher @ Brgy. Veterans,Surallah,2018 CONT. APPROP. GF #266,58.46,70.83,-12.37,993646.47,60,6/11/18,8/9/18,,ME Dondiego,JAMI CONST. & SUPPLY,On-going,2018-07-01,July,2018,
2018-07-01,Upgrading of Provincial Road Jct. Nhwy. Brgy. Teresita,Sto. Niño,2018 20% LDF,7.78,5.48,2.3,14990000,135,6/28/18,11/9/18,,ME Dondiego,FREDEN CONSTRUCTION,On-going,2018-07-01,July,2018,
2018-07-01,Concreting of Halilan Road,Lake Sebu,CY 2017 20% LDF,92.98,100,-7.02,9980267.35,170,1/18/18,5/22/18,,A SOBREVEGA,ROCKSTONE CONST. SERVICES & SUPPLY,On-going; time extension #2 is on process,2018-07-01,July,2018,
2018-07-01,Const. of Erosion Control @ Hanoon ES,Lake Sebu,2017 Truct Fund PDRRMO,60.37,81.25,-20.88,3992761.71,90,4/10/18,8/12/18,,A SOBREVEGA,NIRVANA CONST. & SUPPLIES,On-going,2018-07-01,July,2018,
2018-07-01,"Const. of Bridge @ New Dumangas, T'boli-Sitio Roxas",T'boli,CY 2016 CONT. APPROP.,60.9,95.08,-34.18,24961302.94,340,6/25/17,7/9/18,,ME Dondiego,FREDEN CONSTRUCTION,"Project suspended as of July 9, 2018",2018-07-01,July,2018,
2018-07-01,Conc. Of Road Leading to Bakngeb underground River,T'boli,CY 2017 20% LDF,35.92,100,-64.08,4995579.03,80,12/25/17,6/16/18,,MJ Dauz,JAMI CONST. & SUPPLY,On-going; major issues: 1.lack of equipments & man power; 2.Veryslow implementation of project,2018-07-01,July,2018,
2018-07-01,Concreting of Datal D'lanag-Tudok Road,T'boli,2018 Cont. Appropriation GF #239,35.69,26.17,9.52,19990000,180,4/22/18,10/18/18,,MJ Dauz,FREDEN CONSTRUCTION,On-going,2018-07-01,July,2018,
2018-07-01,"Construction of Box Culvert along Malu Creek, Sitio Bianan, Brgy. Basag",T'boli,2018 CONT. APPROP. PDRRMF #45,28.7,13.26,15.44,2992000,175,5/21/18,11/11/18,,A. DEMETILLO,FREDEN CONSTRUCTION,On-going,2018-07-01,July,2018,
2018-07-01,"Spring Development & Installation of Level III Water System through Hydraulic Rampump, Sitio Lamumay",T'boli,2018 CONT. APPROP. GF #308,14.15,55.13,-40.98,2425980.27,120,5/21/18,9/17/18,,MJ Dauz,DAVAO SANTHONY BUILDERS CORP.,On-going,2018-07-01,July,2018,
2018-08-01,"Const. of Day Care Center Prk. Faustino, Brgy. Pob",Polomolok,2018 CONT. APPRO. GF#259,78.1,100,-21.9,1192955.89,75,3/27/18,6/10/18,,A. DEMETILLO,JAMI CONST. & SUPPLY,On-going,2018-08-01,August,2018,
2018-08-01,Construction of Sitio El Nama Bridge,Tupi,CY 2016 CONT APPROP. #182-GF,89.67,100,-10.33,4904647.08,220,6/12/16,1/17/17,,A. DEMETILLO,CS CONSTRUCTION & SUPPLY,On-going,2018-08-01,August,2018,
2018-08-01,"Construction of Water System @ prk. 3 Sultan Village & Cartil, Brgy. Palian",Tupi,2018 CONT. APPRO GF #271,28.21,32.7,-4.49,1488617.6,100,7/4/18,10/11/18,,J JANUTO,JANMARIE CONST. SERVICE & SUPPLY,On-going,2018-08-01,August,2018,
2018-08-01,Upgrading of Acmonan Road,Tupi,CY 2018 20% LDF 4.2.12,9.6,5.44,4.16,9968842.72,135,7/23/18,12/4/18,,J JANUTO,PASE CONSTRUCTION,On-going,2018-08-01,August,2018,
2018-08-01,Renovation of Brgy. Hall @ Brgy. Linan,Tupi,2018 CONT. APPRO GF #256,33.83,89.08,-55.25,988822.23,60,6/28/18,8/26/18,,J JANUTO,JJHAK CONSTRUCTION,On-going,2018-08-01,August,2018,
2018-08-01,Conc. Of Nhwy. to Brgy. Concepcion,Koronadal City,CY 2017 20% LDF,99.23,100,-0.77,5919451.68,75,11/28/17,4/16/18,,S RENTOZA,BETTER WORK CONSTRUCTION,"On-going; project expired last April 16, 2018",2018-08-01,August,2018,
2018-08-01,Construction of 2nd Floor of the Student Dormitory,Koronadal City,CY 2018 Cont. APPROP. GF #211,72.33,100,-27.67,2989399.99,90,3/27/18,8/3/18,,S RENTOZA,MARBEL DYNAMIC BUILDERS,"On-going; project expired last August 18,2018",2018-08-01,August,2018,
2018-08-01,"Refurbishing & Improvement of Provincial Pre-Audit Div. Office, Finance Bldg.",Koronadal City,CY 2016 CONST. APPROP. #228-GF,96.01,92.02,3.99,1041997.26,90,11/22/16,3/15/18,,E SOLATORIO,KING BUILDERS CONST. & SUPPLY,"Ongoing; Resumed August 17, 2018",2018-08-01,August,2018,
2018-08-01,"Const. of Bukang Liwayway Bridge/Riverbank Protection, Prk. Artesian, Brgy. San Roque ",Koronadal City,CY 2016 20% LDF,80.65,93.86,-13.21,15950503.14,320,12/5/16,9/4/18,,E SOLATORIO,REYDAN BUILDERS,On-going; time extension is on process,2018-08-01,August,2018,
